,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
20912,PG28865,Der Judenstaat: Versuch einer modernen Lösung der Judenfrage,"Herzl, Theodor",1860.0,1904.0,['de'],61,{'Zionism'},
20913,PG28866,Gulliver's Reis Naar Liliput,"Schmidt, Otto Ernst",1862.0,1926.0,['nl'],17,"{'Travelers -- Fiction', 'Gulliver, Lemuel (Fictitious character) -- Fiction', 'Fantasy fiction', 'Voyages, Imaginary -- Early works to 1800', 'Satire'}",
20914,PG28867,Racconti fantastici,"Tarchetti, Iginio Ugo",1841.0,1869.0,['it'],29,"{'Fantasy fiction, Italian', 'Italy -- Social life and customs -- Fiction'}",
20915,PG28868,"Willem de Zwijger, Prins van Oranje","Putnam, Ruth",1856.0,1931.0,['nl'],68,"{'William I, Prince of Orange, 1533-1584'}",
20916,PG28869,Novelle e riviste drammatiche,"Boito, Arrigo",1842.0,1918.0,['it'],9,"{'French drama -- 19th century -- History and criticism', 'Chess -- Fiction'}",
20920,PG28872,"Frank Mildmay, De zeeofficier","Marryat, Frederick",1792.0,1848.0,['nl'],18,"{'Great Britain -- History, Naval -- 19th century -- Fiction', 'Sea stories', 'Great Britain. Royal Navy -- Officers -- Fiction'}",
20928,PG2887,Herodes und Mariamne: Eine Tragödie in fünf Akten,"Hebbel, Friedrich",1813.0,1863.0,['de'],6,"{'Herod I, King of Judea, 73 B.C.-4 B.C. -- Drama', 'German drama -- 19th century', 'Mariamne, consort of Herod I, King of Judea, approximately 57 B.C.-approximately 29 B.C. -- Drama'}",
20937,PG28888,Il Re prega: Romanzo,"Petruccelli della Gattina, Ferdinando",1816.0,1890.0,['it'],2,{'Italian fiction -- 19th century'},
20941,PG28891,Le Cabinet des Fées: Or Recreative Readings Arranged for the Express Use of Students in French,,,,['fr'],234,"{'Fairy tales', 'French language -- Readers'}",
20950,PG2889,Flametti: oder vom Dandysmus der Armen,"Ball, Hugo",1886.0,1927.0,['de'],21,{'Switzerland -- Fiction'},
20954,PG28902,José Estevão,"Lima, Jaime de Magalhães",1859.0,1936.0,['pt'],7,"{'Estêvão, José, 1809-1862'}",
20956,PG28904,Correspondencia Oficial e Inedita sobre la Demarcacion de Limites entre el Paraguay y el Brasil,"Azara, Félix de",1742.0,1821.0,['es'],25,"{'Paraguay -- Boundaries -- Brazil', 'Brazil -- Boundaries -- Paraguay'}",
20962,PG2890,Епопея на забравените,"Vazov, Ivan Minchov",1850.0,1921.0,['bg'],23,{'Poetry'},
20963,PG28910,Mater dolorosa,"Rovetta, Gerolamo",1854.0,1910.0,['it'],19,{'Italian fiction -- 19th century'},
20967,PG28914,Paz e Arbitragem,"Lima, S. de Magalhães (Sebastião de Magalhães)",1850.0,1928.0,['pt'],2,"{'Peace', 'Pacifism', 'Arbitration (International law)'}",
20981,PG28927,La bodega,"Blasco Ibáñez, Vicente",1867.0,1928.0,['es'],18,"{'Jerez de la Frontera (Spain) -- History -- Fiction', 'Peasant uprisings -- Spain -- Jerez de la Frontera -- History -- Fiction'}",
20982,PG28928,O Conde de S. Luiz,"Mello, Thomaz José de",1836.0,1905.0,['pt'],7,{'Portuguese fiction -- 19th century'},
20983,PG28929,El Criterio,"Balmes, Jaime Luciano",1810.0,1848.0,['es'],33,{'Philosophy'},
20985,PG28930,"Mémoires d'Outre-Tombe, Tome 5","Chateaubriand, François-René, vicomte de",1768.0,1848.0,['fr'],110,"{'France -- History -- Consulate and First Empire, 1799-1815', 'Napoleon I, Emperor of the French, 1769-1821 -- Contemporaries', ""Enghien, Louis-Antoine-Henri de Bourbon, duc d', 1772-1804""}",
20992,PG28937,"Histoire parlementaire de France, Volume 2.: Recueil complet des discours prononcés dans les chambres de 1819 à 1848","Guizot, François",1787.0,1874.0,['fr'],14,"{'France -- History -- Restoration, 1814-1830'}",
20993,PG28938,Ferien vom Ich,"Keller, Paul",1873.0,1932.0,['de'],24,{'German fiction -- 20th century'},
21005,PG28949,Jedermann: Das Spiel vom Sterben des reichen Mannes,"Hofmannsthal, Hugo von",1874.0,1929.0,['de'],68,{'Austrian drama -- 20th century'},
21006,PG2894,Short Stories,"Botev, Khristo",1848.0,1876.0,['bg'],50,"{'Short stories, Bulgarian'}",
21020,PG28962,Tribunaes de Arbitros-Avindores,"Bastos, Teixeira",1857.0,1902.0,['pt'],8,"{'Arbitration, Industrial -- Portugal'}",
21021,PG28963,Het verhaal van de honingbij,"Edwardes, Tickner",1865.0,1944.0,['nl'],22,"{'Honeybee', 'Bees'}",
21023,PG28965,Kuningas Juhana,"Shakespeare, William",1564.0,1616.0,['fi'],5,"{'Great Britain -- History -- John, 1199-1216 -- Drama', 'John, King of England, 1167-1216 -- Drama'}",
21025,PG28967,"Diario de la expedicion reduccional del ano 1780, mandada practicar por orden del Virey de Buenos Aires","Arias, Francisco Gavino de",,,['es'],13,"{'Jesuits -- Argentina', 'Gran Chaco', 'Gran Chaco -- Bibliography', 'Argentina -- Discovery and exploration'}",
21026,PG28968,La Botistoj,"Kivi, Aleksis",1834.0,1872.0,['eo'],12,{'Drama'},
21030,PG28971,"Inaŭgura parolado de Barack Obama: 20-a de januaro, 2009","Obama, Barack",1961.0,,['eo'],8,"{'Obama, Barack, 1961- -- Inauguration, 2009', 'Presidents -- United States -- Inaugural addresses'}",
21036,PG28977,Cadio,"Sand, George",1804.0,1876.0,['fr'],10,{'French drama -- 19th century'},
21037,PG28978,El infierno del amor: leyenda fantastica,"Fernández y González, Manuel",1821.0,1888.0,['es'],10,{'Poetry'},
21054,PG28993,L'Immorale: Racconto,"Butti, Enrico Annibale",1868.0,1912.0,['it'],15,{'Fiction'},
21056,PG28995,"Coinneach Odhar, Am Fiosaiche","Blair, D. B.",1815.0,1893.0,['gla'],31,"{'Coinneach Odhar', 'Prophecies'}",
21070,PG29006,Die Dichtungen von Georg Trakl: Erste Gesamtausgabe,"Trakl, Georg",1887.0,1914.0,['de'],36,{'Austrian poetry -- 20th century'},
21076,PG29011,"Ηθικά Νικομάχεια, Τόμος Δεύτερος",Aristotle,-384.0,-322.0,['el'],27,{'Ethics'},
21077,PG29012,"Mémoires d'une contemporaine. Tome 6: Souvenirs d'une femme sur les principaux personnages de la République, du Consulat, de l'Empire, etc...","Saint-Elme, Ida",1778.0,1845.0,['fr'],5,{'France -- History -- 1789-1815'},
21078,PG29013,Histoire de l'Émigration pendant la Révolution Française. Tome 1: De la Prise de la Bastille au 18 fructidor,"Daudet, Ernest",1837.0,1921.0,['fr'],21,"{'France -- History -- Revolution, 1789-1799', 'France -- History -- Revolution, 1789-1799 -- Refugees'}",
21079,PG29014,En viaje (1881-1882),"Cané, Miguel",1851.0,1905.0,['es'],52,"{'Colombia -- Description and travel', 'Voyages and travels'}",
21080,PG29015,Η νέα γυναίκα: Δράμα εις πράξεις τέσσαρας,"Parren, Kalliroe",1859.0,1940.0,['el'],8,"{'Greek drama, Modern'}",
21082,PG29017,Purimossa: Viisinäytöksinen näytelmä,"Halme, Kaarle",1864.0,1946.0,['fi'],4,{'Finnish drama'},
21099,PG29032,海國春秋,"Wang, Ji",,,['zh'],23,"{'Chinese fiction -- Qing dynasty, 1644-1912'}",
21102,PG29035,L'alcòva d'acciaio: Romanzo vissuto,"Marinetti, F. T.",1876.0,1944.0,['it'],24,{'Italian fiction'},
21103,PG29036,La montanara,"Barrili, Anton Giulio",1836.0,1908.0,['it'],11,{'Fiction'},
21104,PG29037,Baby,"Rovetta, Gerolamo",1854.0,1910.0,['it'],9,{'Italian fiction -- 19th century'},
21106,PG29039,Um brado contra as monterias de cerco aos Lobos na Provincia do Alemtejo,"Mira, José Paulo de",1808.0,,['pt'],5,{'Wolf hunting'},
21108,PG29040,Como e porque sou romancista,"Alencar, José Martiniano de",1829.0,1877.0,['pt'],30,"{'Alencar, José Martiniano de, 1829-1877', 'Novelists, Brazilian -- 19th century -- Biography'}",
21112,PG29044,Een Meisje-Studentje,"Salomons, Annie",1885.0,1980.0,['nl'],14,{'Women college students -- Fiction'},
21117,PG29049,"Histoire amoureuse des Gaules; suivie des Romans historico-satiriques du XVIIe siècle, Tome I","Bussy, Roger de Rabutin, comte de",1618.0,1693.0,['fr'],110,"{'Erotic literature', 'France -- Court and courtiers'}",
21121,PG29052,Histoire de Pierre Lapin,"Potter, Beatrix",1866.0,1943.0,['fr'],73,{'Rabbits -- Juvenile fiction'},
21131,PG29061,Relacion historial de las misiones de indios chiquitos que en el Paraguay tienen los padres de la Compañía de Jesús,"Fernández, Juan Patricio",1661.0,1733.0,['es'],21,"{'Jesuits -- Missions -- Paraguay -- History', 'Guarani Indians -- Missions', 'Chiquito Indians -- Missions'}",
21132,PG29062,Λουκής Λάρας,"Vikelas, Demetrios",1835.0,1908.0,['el'],13,"{'War stories', 'Greece -- History -- War of Independence, 1821-1829 -- Fiction', 'Historical fiction'}",
21146,PG29075,"Dante en Beatrice, en andere verzen","Eeden, Frederik van",1860.0,1932.0,['nl'],7,{'Poetry'},
21149,PG29078,Estudios históricos del reinado de Felipe II,"Fernández Duro, Cesáreo",1830.0,1908.0,['es'],20,"{'Pérez, Antonio, -1611', 'Spain -- History -- Philip II, 1556-1598', 'Spain -- Politics and government -- 1556-1598', 'Jerba, Massacre of, 1560'}",
21150,PG29079,五色石,"Wuseshizhuren, ju ren 1738",,,['zh'],16,"{'Chinese fiction -- Qing dynasty, 1644-1912'}",
21153,PG29081,Viimeinen Algonquini: Kertomus,"Lilla, Felix",1842.0,1905.0,['fi'],2,"{'German fiction -- Translations into Finnish', 'Short stories', 'Indians of North America -- Fiction'}",
21154,PG29082,"Scritti di Giuseppe Mazzini, Politica ed Economia, Vol. I","Mazzini, Giuseppe",1805.0,1872.0,['it'],26,"{'Italy -- Economic conditions', 'Italy -- Politics and government -- 1815-1870'}",
21167,PG29094,"Les mystères du peuple, Tome III: Histoire d'une famille de prolétaires à travers les âges","Sue, Eugène",1804.0,1857.0,['fr'],9,{'France -- History -- Fiction'},
21168,PG29095,De strijd tusschen Noord en Zuid: Deel 1: Overrompeling eener plantage,"Verne, Jules",1828.0,1905.0,['nl'],9,"{'United States -- History -- Civil War, 1861-1865 -- Fiction'}",
21170,PG29097,Eine Schwierigkeit der Psychoanalyse,"Freud, Sigmund",1856.0,1939.0,['de'],78,{'Psychoanalysis'},
21176,PG29101,Einige Charaktertypen aus der psychoanalytischen Arbeit,"Freud, Sigmund",1856.0,1939.0,['de'],16,{'Psychoanalysis'},
21177,PG29102,Nach Amerika! Ein Volksbuch. Fünfter Band,"Gerstäcker, Friedrich",1816.0,1872.0,['de'],13,"{'German Americans -- Fiction', 'Immigrants -- Fiction'}",
21180,PG29105,El pintor de Salzburgo,"Nodier, Charles",1780.0,1844.0,['es'],25,"{'Short stories, French -- Translations into Spanish', 'French fiction -- Translations into Spanish'}",
21190,PG29114,La cour et la ville de Madrid vers la fin du XVIIe siècle: Relation du voyage d'Espagne par la comtesse d'Aulnoy,"Aulnoy, Madame d' (Marie-Catherine)",1650.0,1705.0,['fr'],30,"{'Spain -- Description and travel', 'Spain -- Court and courtiers'}",
21197,PG29120,A Morgadinha dos Cannaviaes: (Chronica da aldeia),"Dinis, Júlio",1839.0,1871.0,['pt'],46,{'Portuguese literature -- 19th century'},
21201,PG29124,The Gold Horns,"Oehlenschläger, Adam",1779.0,1850.0,"['da', 'en']",32,"{'Danish poetry -- Translations into English', 'Danish poetry'}",
21203,PG29126,Aikarunoja,"Heine, Heinrich",1797.0,1856.0,['fi'],2,{'German poetry -- Translations into Finnish'},
21204,PG29127,Epäilijä: Kuvaus neljässä näytöksessä,"Aho, Kalle",1865.0,1936.0,['fi'],1,{'Drama'},
21215,PG29137,El enemigo,"Picón, Jacinto Octavio",1852.0,1923.0,['es'],14,{'Spanish fiction -- 19th century'},
21223,PG29144,Dubbele Twee: Leesboek voor het vierde leerjaar,"Klei, Jacob van der",1879.0,1951.0,['nl'],3,"{'Readers', ""Children's stories""}",
21242,PG29161,Entre as Nymphéas,"Carvalho, João Marques de",1866.0,1910.0,['pt'],11,{'Brazilian literature'},
21245,PG29164,Journal d'une femme de cinquante ans (2/2),"La Tour du Pin Gouvernet, Henriette Lucie Dillon, marquise de",1770.0,1853.0,['fr'],10,"{'France -- Social life and customs -- 18th century', 'United States -- Social life and customs -- 1783-1865', 'France -- Social life and customs -- 19th century', 'Nobility -- France -- Diaries', 'La Tour du Pin Gouvernet, Henriette Lucie Dillon, marquise de, 1770-1853 -- Diaries'}",
21250,PG29169,"Dictionnaire des calembours et des jeux de mots, lazzis, coqs-à-l'âne, quolibets, quiproquos, amphigouris, etc.","Gratet-Duplessis, Pierre-Alexandre",1792.0,1853.0,['fr'],48,"{'Puns and punning', 'French wit and humor'}",
21257,PG29175,"Lettre de Defrance à Bion, sur sa réponse aux objections contre l'établissement de la régie intéressée des postes et messageries","Defrance, Jean Claude",1743.0,1807.0,['fr'],9,"{'France. Ministère des P.T.T. -- History', 'Postal service -- France -- Administration -- Early works to 1800'}",
21258,PG29176,Lehti myrskyssä,Ouida,1839.0,1908.0,['fi'],2,"{'War stories', 'English fiction -- Translations into Finnish', 'Franco-Prussian War, 1870-1871 -- Fiction', 'Peasants -- France -- Fiction'}",
21261,PG29179,"Patrice, ou les pionniers de l'Amérique du nord","Chavannes de la Giraudière, H. de",,,['fr'],1,{'Frontier and pioneer life -- Québec (Province) -- Juvenile fiction'},
21265,PG29182,Lähetyssaarnaajan tytär: Kertomus Tsulujen maasta ja Cetewayo'sta,"Eden, Charles H. (Charles Henry)",1839.0,1900.0,['fi'],2,{'Zulu (African people) -- Fiction'},
21275,PG29191,Le cheval sauvage,"Reid, Mayne",1818.0,1883.0,['fr'],15,"{'Adventure stories', 'Fiction'}",
21276,PG29192,De strijd tusschen Noord en Zuid: De Zwarte Kreek van Texar,"Verne, Jules",1828.0,1905.0,['nl'],14,"{'United States -- History -- Civil War, 1861-1865 -- Fiction'}",
21294,PG29208,Salome en Een Florentijnsch Treurspel,"Wilde, Oscar",1854.0,1900.0,['nl'],8,"{'Salome (Biblical figure) -- Drama', 'Tragedies'}",
21300,PG29213,Vamiré: Romance dos tempos primitivos,"Rosny, J.-H., aîné",1856.0,1940.0,['pt'],16,{'Prehistoric peoples -- Fiction'},
21303,PG29216,Goethe: Een Levensbeschrijving,"D'Oliveira, E. (Elias)",1886.0,1944.0,['nl'],26,"{'Goethe, Johann Wolfgang von, 1749-1832'}",
21324,PG29235,"Hendrik Conscience, zijn persoon en zijn werk","Bock, Eugène de",1889.0,,['nl'],13,"{'Conscience, Hendrik, 1812-1883', 'Authors, Flemish -- 19th century -- Biography'}",
21333,PG29243,Descobrimento das Filippinas pelo navegador portuguez Fernão de Magalhães,"Alberto da Silva, Caetano",1843.0,1924.0,['pt'],24,"{'Philippines -- Discovery and exploration', 'Magalhães, Fernão de, -1521', 'Voyages around the world'}",
21342,PG29251,"Livre d'amours, auquel est relatee la grant amour et façon par laquelle Pamphille peut jouir de Galathee et le moyen qu'en fist la maquerelle",Anonymous,,,['fr'],34,{'French poetry -- 16th century'},
21359,PG29267,Maria Dundee eli Puolalaiset Tukholmassa: Historiallinen novelli,"Mellin, G. H. (Gustaf Henrik)",1803.0,1876.0,['fi'],1,"{'Swedish fiction -- Translations into Finnish', 'Historical fiction'}",
21368,PG29275,O Christão novo: Romance Historico do Seculo XVI,"Macedo, Diogo de",1844.0,,['pt'],12,"{'Portugal -- History -- John III, 1521-1557 -- Fiction'}",
21372,PG29279,"Sophonisba: Tragedie tresexcellente, tant pour l'argument, que pour le poly langage et graves sentences dont elle est ornée","Trissino, Giovanni Giorgio",1478.0,1550.0,['fr'],9,"{'Sophonisba, -203 B.C. -- Drama'}",
21376,PG29282,Un philosophe sous les toits,"Souvestre, Émile",1806.0,1854.0,['fr'],9,{'Paris (France) -- Fiction'},
21383,PG29289,Bloemlezing uit Guido Gezelle's Gedichten,"Gezelle, Guido",1830.0,1899.0,['nl'],6,{'Poetry'},
21398,PG29301,"El Manuscrito de mi madre: aumentado con las comentarios, prólogo y epílogo","Lamartine, Alix de",1766.0,1829.0,['es'],15,"{'France -- Social life and customs -- 19th century', 'Lamartine, Alix de, 1766-1829 -- Diaries'}",
21399,PG29302,"Poésies complètes,: avec préface de Paul Verlaine et notes de l'éditeur","Rimbaud, Arthur",1854.0,1891.0,['fr'],237,{'French poetry -- 19th century'},
21419,PG29320,Niels Holgersson's Wonderbare Reis,"Lagerlöf, Selma",1858.0,1940.0,['nl'],37,"{'Fantasy literature', 'Geese -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Kindness -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Sweden -- Juvenile fiction'}",
21424,PG29325,"Scritti di Giuseppe Mazzini, Politica ed Economia, Vol. II","Mazzini, Giuseppe",1805.0,1872.0,['it'],11,"{'Italy -- Economic conditions', 'Italy -- Politics and government -- 1815-1870'}",
21426,PG29327,Student und Alkohol: Vortrag gehalten am 21. Februar 1910,"Loewenfeld, Leopold",1847.0,1924.0,['de'],10,"{'Students -- Germany', 'Drinking of alcoholic beverages -- Germany'}",
21430,PG29330,Laulajat: Jutelma,"Schwartz, Marie Sophie",1819.0,1894.0,['fi'],1,{'Fiction'},
21432,PG29332,Histoire de France 1715-1723 (Volume 17/19),"Michelet, Jules",1798.0,1874.0,['fr'],21,{'France -- History'},
21436,PG29336,"Durch Wüste und Harem: Gesammelte Reiseromane, Band I","May, Karl",1842.0,1912.0,['de'],151,"{'Middle East -- Fiction', 'Adventure stories', 'German fiction'}",
21443,PG29342,"Astucias de Namorada, e Um melodrama em Santo Thyrso","Chagas, Manuel Pinheiro",1842.0,1895.0,['pt'],6,{'Portuguese fiction -- 19th century'},
21448,PG29347,As Noites do Asceta,"Pimentel, Alberto",1849.0,1925.0,['pt'],0,{'Portuguese literature -- 19th century'},
21461,PG29359,De Koopman van Venetië: Drama in vijf bedrijven,"Shakespeare, William",1564.0,1616.0,['nl'],13,"{'Moneylenders -- Drama', 'Comedies', 'Venice (Italy) -- Drama', 'Jews -- Italy -- Drama'}",
21472,PG29369,"Merkwaardige Kasteelen in Nederland, Deel II (van VI)","Hofdijk, W. J. (Willem Jacobszoon)",1816.0,1888.0,['nl'],17,{'Castles -- Netherlands'},
21475,PG29371,De 'handel in blanke slavinnen'.,"Collard, Wolter Louis Albert",,,['nl'],35,"{'Human trafficking', 'Criminal law', 'Prostitution'}",
21480,PG29376,Bahnwärter Thiel,"Hauptmann, Gerhart",1862.0,1946.0,['de'],209,{'German fiction -- 19th century'},
21481,PG29377,Historia diplomatica do Brazil: O Reconhecimento do Imperio,"Lima, Oliveira",1867.0,1928.0,['pt'],28,"{'Brazil -- History -- Empire, 1822-1889', 'Brazil -- Foreign relations -- 1822-1889'}",
21498,PG29392,Etienne Gerards Bedrifter,"Doyle, Arthur Conan",1859.0,1930.0,['da'],11,"{'Adventure stories, English', 'France -- History, Military -- 19th century -- Fiction', 'War stories, English', 'Napoleonic Wars, 1800-1815 -- Fiction'}",
21500,PG29394,Historia alegre de Portugal: leitura para o povo e para as escolas,"Chagas, Manuel Pinheiro",1842.0,1895.0,['pt'],14,{'Portugal -- History'},
21502,PG29396,Kypron prinsessa: 4-näytöksinen satunäytelmä,"Topelius, Zacharias",1818.0,1898.0,['fi'],2,{'Drama'},
21503,PG29397,La terre et la lune: forme extérieure et structure interne,"Puiseux, P. (Pierre Henri)",1855.0,1928.0,['fr'],15,"{'Earth (Planet)', 'Moon'}",
21504,PG29398,French Reader on the Cumulative Method: The story of Rodolphe and Coco the Chimpanzee,"Dreyspring, Adolphe",1835.0,1906.0,['fr'],18,{'French language -- Readers'},
21511,PG29403,"The Esperantist, Vol. 1, No. 3",,,,"['en', 'eo']",12,{'Esperanto -- Periodicals'},
21517,PG29409,La guerra del Vespro Siciliano vol. 1: Un periodo delle storie Siciliane del secolo XIII,"Amari, Michele",1806.0,1889.0,['it'],22,"{'Sicily (Italy) -- History', 'Sicilian Vespers, Italy, 1282'}",
