,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
32398,PG39208,Ευμενίδες,Aeschylus,-525.0,-456.0,['el'],33,"{'Orestes, King of Argos (Mythological character) -- Drama', 'Tragedies'}",
32399,PG39209,Platero y yo,"Jiménez, Juan Ramón",1881.0,1958.0,['es'],82,"{'Andalusia (Spain) -- Social life and customs -- Fiction', 'Authors -- Fiction', 'Donkeys -- Fiction'}",
32404,PG39213,Skönhet för alla: Fyra uppsatser,"Key, Ellen",1849.0,1926.0,['sv'],21,{'Aesthetics'},
32412,PG39220,Vies des dames galantes,"Brantôme, Pierre de Bourdeille",,1614.0,['fr'],80,"{'Erotic literature', 'France -- Court and courtiers', 'Women -- France -- Biography'}",
32416,PG39224,Ειρηνικά,"Polemes, Ioannes",1862.0,1924.0,['el'],7,"{'Greek poetry, Modern'}",
32432,PG39239,Rimatori siculo-toscani del dugento. Serie prima - Pistoiesi-Lucchesi-Pisani,,,,['it'],5,"{'Italian literature -- Collections', 'Italian literature -- Italy -- Tuscany', 'Italian poetry -- To 1400'}",
32434,PG39240,"L'Illustration, No. 3675, 2 Août 1913",Various,,,['fr'],87,{'Illustrated periodicals -- France'},
32435,PG39241,"L'Illustration, No. 3676, 9 Août 1913",Various,,,['fr'],21,{'Illustrated periodicals -- France'},
32436,PG39242,"L'Illustration, No. 3677, 16 Août 1913",Various,,,['fr'],26,{'Illustrated periodicals -- France'},
32441,PG39247,Der Spaziergang,"Walser, Robert",1878.0,1956.0,['de'],142,{'Walking -- Fiction'},
32446,PG39251,Προμηθεύς Δεσμώτης,Aeschylus,-525.0,-456.0,['el'],57,"{'Mythology, Greek -- Drama', 'Prometheus (Greek deity) -- Drama'}",
32451,PG39256,Petit traité des punitions et des récompenses à l'usage des maîtres et des parents,"Hément, Félix",1827.0,1891.0,['fr'],5,"{'Discipline of children', 'School discipline', 'Child rearing', 'Rewards and punishments in education'}",
32457,PG39261,Putkinotko: Kuvaus laiskasta viinarokarista ja tuhmasta herrasta,"Lehtonen, Joel",1881.0,1934.0,['fi'],10,{'Finnish fiction'},
32473,PG39276,Briefe eines Soldaten: Deutsche Ausgabe der Lettres d'un soldat,"Lemercier, Eugène Emmanuel",1886.0,1915.0,['de'],17,"{'World War, 1914-1918 -- Personal narratives, French'}",
32474,PG39277,Die Achatnen Kugeln: Roman,"Edschmid, Kasimir",1890.0,1966.0,['de'],19,{'Fiction'},
32485,PG39287,苦悶の欄,"Biggers, Earl Derr",1884.0,1933.0,['ja'],80,"{'London (England) -- Fiction', 'Courtship -- Fiction', 'Americans -- England -- Fiction', 'Detective and mystery stories'}",
32487,PG39289,Gli amori,"De Roberto, Federico",1861.0,1927.0,['it'],38,"{'Short stories, Italian', 'Fiction'}",
32498,PG39299,Gaal György magyar népmese-gyűjteménye (1. kötet),"Gaal, György",1783.0,1855.0,['hu'],8,"{'Tales -- Hungary', 'Folk literature, Hungarian'}",
32513,PG39311,"Les mystères du peuple, Tome V: Histoire d'une famille de prolétaires à travers les âges","Sue, Eugène",1804.0,1857.0,['fr'],16,{'France -- History -- Fiction'},
32514,PG39312,Los ingenios:: colección de vistas de los principles ingenios de azúcar de la isla de Cuba,"Cantero, J. G. (Justo Germán)",1815.0,1871.0,['es'],174,"{'Plantations -- Cuba -- History -- 19th century', 'Sugar trade -- Cuba -- History -- 19th century'}",
32516,PG39314,"Les historiettes de Tallemant des Réaux, tome troisième: Mémoires pour servir à l'histoire du XVIIe siècle",Tallemant des Réaux,1619.0,1690.0,['fr'],20,"{'France -- Biography', 'France -- History -- Louis XIII, 1610-1643', 'France -- History -- Louis XIV, 1643-1715'}",
32519,PG39317,Hauskoja hetkiä,"Berczik, Á. (Árpád)",1842.0,1919.0,['fi'],4,"{'Short stories', 'Fiction'}",
32521,PG39319,Ορέστης,Euripides,,-406.0,['el'],22,"{'Orestes, King of Argos (Mythological character) -- Drama'}",
32523,PG39320,Traité des eunuques,"Ancillon, Charles",1659.0,1715.0,['fr'],22,"{'Eunuchs', 'Eunuchs -- Legal status, laws, etc.'}",
32528,PG39325,"Mémoires du comte Reynier ... Campagne d'Égypte, deuxième partie","Berthier, Louis-Alexandre",1753.0,1815.0,['fr'],23,"{'Egypt -- History -- French occupation, 1798-1801', 'Napoleonic Wars, 1800-1815', 'Napoleon I, Emperor of the French, 1769-1821'}",
32530,PG39327,"L'Illustration, No. 0034, 21 Octobre 1843",Various,,,['fr'],6,{'Illustrated periodicals -- France'},
32531,PG39328,Histoire de la Littérature Anglaise (Volume 1 de 5),"Taine, Hippolyte",1828.0,1893.0,['fr'],110,{'English literature -- History and criticism'},
32535,PG39331,"Histoire des salons de Paris (Tome 1/6): Tableaux et portraits du grand monde sous Louis XVI, Le Directoire, le Consulat et l'Empire, la Restauration et le règne de Louis-Philippe Ier","Abrantès, Laure Junot, duchesse d'",1784.0,1838.0,['fr'],83,"{'Paris (France) -- Social life and customs', 'Salons -- France -- Paris', 'Paris (France) -- Intellectual life'}",
32539,PG39335,Histoire de France 1573-1598 (Volume 12/19),"Michelet, Jules",1798.0,1874.0,['fr'],16,{'France -- History'},
32540,PG39336,Gaal György magyar népmese-gyűjteménye (2. kötet),"Gaal, György",1783.0,1855.0,['hu'],6,"{'Tales -- Hungary', 'Folk literature, Hungarian'}",
32541,PG39337,La vita comincia domani: romanzo,"Verona, Guido da",1881.0,1939.0,['it'],40,{'Italian fiction'},
32556,PG39350,Aus Trotzkopf's Ehe,"Wildhagen, Else",1861.0,1944.0,['de'],40,{'Marriage -- Germany -- Fiction'},
32558,PG39352,Gaal György magyar népmese-gyűjteménye (3. kötet),"Gaal, György",1783.0,1855.0,['hu'],19,"{'Tales -- Hungary', 'Folk literature, Hungarian'}",
32560,PG39354,Automobiel-rijden,"Schilperoort, Tom",,,['nl'],9,"{'Automobile driver education', 'Driving instruction -- Handbooks, manuals, etc.'}",
32561,PG39355,Speeches against Catilina,"Cicero, Marcus Tullius",-106.0,-43.0,"['en', 'la']",54,"{'Catiline, approximately 108 B.C.-62 B.C.', 'Latin language -- Readers', 'Speeches, addresses, etc., Latin', 'Rome -- History -- Conspiracy of Catiline, 65-62 B.C.'}",
32567,PG39360,Napoléon et l'Amérique: Histoire des relations franco-américaines spécialement envisagée au point de vue de l'influence napoléonienne (1688-1815),"Schalck de la Faverie, A. (Alfred)",1857.0,1921.0,['fr'],10,"{'United States -- Foreign relations -- France', 'United States -- Foreign relations -- 1783-1815', 'France -- Foreign relations -- United States', 'Napoleon I, Emperor of the French, 1769-1821 -- Relations with Americans'}",
32570,PG39363,"Observations d'un sourd et muèt sur un cours élémentaire d'éducation des sourds et muèts publié en 1779 par M. l'Abbé Deshamps, Chapelain de l'Église d'Orléans","Desloges, Pierre",1747.0,,['fr'],7,"{'Sign language -- Study and teaching -- France', ""L'Epée, Charles-Michel de, 1712-1789"", ""Deschamps, abbé (Claude François), 1745-1791. Cours élémentaire d'éducation des sourds et muèts"", 'Deaf -- Education -- France'}",
32572,PG39365,Η φιλοσοφία του Σωκράτους κατά A. Fouillée,"Vrailas-Armenes, Petros",1812.0,1884.0,['el'],20,"{'Socrates, 470 BC-399 BC', 'Philosophy, Ancient'}",
32591,PG39382,Οιδίπους επί Κολωνώ,Sophocles,-496.0,-406.0,['el'],68,"{'Oedipus (Greek mythological figure) -- Drama', 'Tragedies'}",
32595,PG39386,Eredeti népmesék (2. rész),"Merényi, László",1837.0,1907.0,['hu'],2,{'Tales -- Hungary'},
32598,PG39389,Il mondo è rotondo: romanzo,"Panzini, Alfredo",1863.0,1939.0,['it'],15,{'Italian fiction'},
32600,PG39390,Der Hase: Eine Erzählung,"Vischer, Melchior",1895.0,1975.0,['de'],8,{'Fiction'},
32601,PG39391,Der Hasenroman,"Jammes, Francis",1868.0,1938.0,['de'],7,{'French literature -- Translations into German'},
32616,PG39404,"Het Leven der Dieren: Deel 2, Hoofdstuk 10: De Stootvogels","Brehm, Alfred Edmund",1829.0,1884.0,['nl'],42,{'Animals'},
32617,PG39405,"L'Illustration, No. 0035, 28 Octobre 1843",Various,,,['fr'],4,{'Illustrated periodicals -- France'},
32621,PG39409,Πέρσαι,Aeschylus,-525.0,-456.0,['el'],77,"{'Greece -- History -- Persian Wars, 500-449 B.C. -- Drama', 'Tragedies'}",
32623,PG39410,Méthode d'équitation basée sur de nouveaux principes,"Baucher, François",1796.0,1873.0,['fr'],8,"{'Horsemanship', 'Dressage'}",
32631,PG39418,Kansakoulu-opettajan nuoruudenvaiheet,"De Amicis, Edmondo",1846.0,1908.0,['fi'],2,"{'Italy -- Social life and customs -- 19th century -- Fiction', 'Schools -- Fiction', 'Teachers -- Fiction', 'Italian fiction -- Translations into Finnish'}",
32632,PG39419,Eredeti népmesék (1. rész),"Merényi, László",1837.0,1907.0,['hu'],14,{'Tales -- Hungary'},
32643,PG39429,Histoire du moyen âge 395-1270,"Langlois, Charles Victor",1863.0,1929.0,['fr'],134,"{'Middle Ages', 'Europe -- History -- 392-814', 'Europe -- History -- 476-1492'}",
32645,PG39430,Luthers Glaube: Briefe an einen Freund,"Huch, Ricarda",1864.0,1947.0,['de'],17,"{'Luther, Martin, 1483-1546 -- Criticism and interpretation'}",
32651,PG39436,"L'Illustration, No. 0036, 4 Novembre 1843",Various,,,['fr'],10,{'Illustrated periodicals -- France'},
32657,PG39441,Leibnitz' Monadologie: Deutsch mit einer Abhandlung über Leibnitz' und Herbart's Theorieen des wirklichen Geschehens,"Leibniz, Gottfried Wilhelm, Freiherr von",1646.0,1716.0,['de'],128,"{'Leibniz, Gottfried Wilhelm, Freiherr von, 1646-1716', 'Herbart, Johann Friedrich, 1776-1841', 'Monadology'}",
32660,PG39444,Páginas escogidas,"Palacio Valdés, Armando",1853.0,1938.0,['es'],13,{'Spanish fiction'},
32662,PG39446,El derecho internacional americano; estudio doctrinal y crítico,"Stoerk, Felix",1851.0,1908.0,['es'],77,"{'Spanish-American War, 1898', 'Monroe doctrine'}",
32665,PG39449,Les Mystères du Louvre,"Féré, Octave",1815.0,1875.0,['fr'],24,{'Historical fiction'},
32667,PG39450,Erdély hegyei közt,"Tompa, László",1883.0,1964.0,['hu'],4,{'Hungarian poetry'},
32678,PG39460,Ο δεκαπενταετής πλοίαρχος,"Verne, Jules",1828.0,1905.0,['el'],26,"{'Sailors -- Fiction', 'Adventure stories', 'Ship captains -- Fiction', 'Cooks -- Fiction', 'Slaves -- Fiction', 'Whales -- Fiction', 'Voyages and travels -- Fiction'}",
32680,PG39462,Απολογία Σωκράτους,Plato,-428.0,-348.0,['el'],104,"{'Socrates, 470 BC-399 BC'}",
32687,PG39469,Questioni internazionali,"Crispi, Francesco",1818.0,1901.0,['it'],27,"{'Africa -- Colonization', 'Eastern question', 'Italy -- Foreign relations -- 1870-1914'}",
32695,PG39476,"Πολιτεία, Τόμος 1",Plato,-428.0,-348.0,['el'],83,"{'Utopias -- Early works to 1800', 'Political science -- Early works to 1800', 'Justice -- Early works to 1800'}",
32700,PG39480,Das Nationaltheater des Neuen Deutschlands. Eine Reformschrift,"Devrient, Eduard",1801.0,1877.0,['de'],5,{'Theater -- Germany'},
32701,PG39481,"L'Illustration, No. 0037, 11 Novembre 1843",Various,,,['fr'],5,{'Illustrated periodicals -- France'},
32712,PG39491,Hullun yritys: Amerikalainen historiallinen romani,"Tourgée, Albion Winegar",1838.0,1905.0,['fi'],4,"{'Reconstruction (U.S. history, 1865-1877) -- Fiction', 'Southern States -- Fiction', 'Ku Klux Klan (19th century) -- Fiction'}",
32713,PG39492,Les quatre cavaliers de l'apocalypse,"Blasco Ibáñez, Vicente",1867.0,1928.0,['fr'],35,"{'Spanish fiction -- Translations into French', 'War stories', 'World War, 1914-1918 -- Fiction'}",
32714,PG39493,"Πολιτεία, Τόμος 2",Plato,-428.0,-348.0,['el'],26,"{'Utopias -- Early works to 1800', 'Political science -- Early works to 1800', 'Justice -- Early works to 1800'}",
32729,PG39506,Io cerco moglie! Romanzo,"Panzini, Alfredo",1863.0,1939.0,['it'],29,"{'Mate selection -- Fiction', 'Millionaires -- Fiction', 'Italy -- Fiction', 'Humorous stories'}",
32730,PG39507,Støv og Stjærner,"Hjortø, Knud",1869.0,1931.0,['da'],3,{'Danish fiction'},
32734,PG39510,Judith Fürste: En Fortælling,"Ravnkilde, Adda",1862.0,1883.0,['da'],4,{'Danish fiction'},
32736,PG39512,"Les Tourelles: Histoire des châteaux de France, volume I","Gozlan, Léon",1803.0,1866.0,['fr'],13,{'Castles -- France'},
32737,PG39513,"Les Tourelles: Histoire des châteaux de France, volume II","Gozlan, Léon",1803.0,1866.0,['fr'],9,{'Castles -- France'},
32749,PG39524,"Πολιτεία, Τόμος 3",Plato,-428.0,-348.0,['el'],16,"{'Utopias -- Early works to 1800', 'Political science -- Early works to 1800', 'Justice -- Early works to 1800'}",
32754,PG39529,Geschichte der Neueren Deutschen Chirurgie,"Küster, Ernst Georg Ferdinand",1839.0,1930.0,['de'],15,{'Surgery -- Germany -- History'},
32756,PG39530,"Πολιτεία, Τόμος 4",Plato,-428.0,-348.0,['el'],20,"{'Utopias -- Early works to 1800', 'Political science -- Early works to 1800', 'Justice -- Early works to 1800'}",
32759,PG39533,"L'Illustration, No. 0038, 18 Novembre 1843",Various,,,['fr'],20,{'Illustrated periodicals -- France'},
32760,PG39534,"Tentamen Botanicum de Filicum Generibus Dorsiferarum: Mémoires de l'Académie Royale des Sciences de Turin vol. 5, 401-422","Smith, James Edward",1759.0,1828.0,['la'],12,"{'Hymenophyllaceae', 'Aspleniaceae', 'Pteridophyta', 'Cyatheaceae'}",
32762,PG39536,Αγαμέμνων,Aeschylus,-525.0,-456.0,['el'],65,"{'Agamemnon, King of Mycenae (Mythological character) -- Drama'}",
32768,PG39541,Donna Paola,"Serao, Matilde",1856.0,1927.0,['it'],12,"{'Short stories, Italian', 'Italian fiction'}",
32772,PG39545,Die Colonie: Brasilianisches Lebensbild. Dritter Band,"Gerstäcker, Friedrich",1816.0,1872.0,['de'],5,{'German fiction -- 19th century'},
32781,PG39553,Einiges aus der Geschichte der Astronomie im Alterthum: Rede zur Feier des Geburtstags Sr. Maj. des Deutschen Kaisers Königs von Preussen Wilhelm I. gehalten an der Christian-Albrechts,"Blass, Friedrich",1843.0,1907.0,['de'],12,"{'Astronomy, Ancient', 'Astronomy -- History'}",
32783,PG39555,"Un Cadet de Famille, v. 3/3","Trelawny, Edward John",1792.0,1881.0,['fr'],11,"{'Adventure stories', 'English fiction -- Translations into French'}",
32785,PG39557,Kuningas Henrik Neljäs I,"Shakespeare, William",1564.0,1616.0,['fi'],5,"{'Henry IV, King of England, 1367-1413 -- Drama', 'Historical drama', 'Great Britain -- History -- Henry IV, 1399-1413 -- Drama'}",
32790,PG39561,అగ్నిగుండం,"Ramamohan Rao, Mahidhara",1909.0,2000.0,['te'],30,{'Fiction'},
32791,PG39562,Geschichte von England seit der Thronbesteigung Jakob's des Zweiten. Sechster Band: enthaltend Kapitel 11 und 12,"Macaulay, Thomas Babington Macaulay, Baron",1800.0,1859.0,['de'],26,"{'Great Britain -- History -- William and Mary, 1689-1702', 'Great Britain -- History -- James II, 1685-1688'}",
32794,PG39565,In Purpurner Finsterniß: Roman-Improvisation aus dem dreißigsten Jahrhundert,"Conrad, M. G. (Michael Georg)",1846.0,1927.0,['de'],15,{'German fiction -- 19th century'},
32803,PG39573,Die Germania,"Tacitus, Cornelius",56.0,117.0,['de'],252,{'Germanic peoples -- Early works to 1800'},
32805,PG39575,"Aurelia, oder, Der Traum und das Leben","Nerval, Gérard de",1808.0,1855.0,['de'],46,{'French fiction -- Translations into German'},
32809,PG39579,"Descripción colonial, libro primero (1/2)","Lizárraga, Reginaldo de",,1615.0,['es'],13,"{'America -- Early accounts to 1600', 'South America -- Description and travel'}",
32820,PG39589,"L'Illustration, No. 0039, 25 Novembre 1843",Various,,,['fr'],1,{'Illustrated periodicals -- France'},
32834,PG39600,"Ελληνική Εποποιία, Ο Εωσφόρος: [Ιωάννης Τσιμισκής]","Papantoniou, Ch.",,,['el'],15,"{'John I Tzimisces, Emperor of the East, 925-976'}",
32835,PG39601,Λυρικά αφιερώματα (Γιταντζάλι),"Tagore, Rabindranath",1861.0,1941.0,['el'],10,"{'Bengali poetry -- Translations into Greek', 'Indic poetry -- Translations into Greek', 'Tagore, Rabindranath, 1861-1941 -- Translations into Greek'}",
32848,PG39613,Papeles del doctor Angélico,"Palacio Valdés, Armando",1853.0,1938.0,['es'],11,{'Spanish fiction'},
32853,PG39618,Humus,"Brandão, Raul",1867.0,1930.0,['pt'],33,{'Portuguese literature'},
32854,PG39619,Trotzkopf als Grossmutter,"La Chapelle-Roobol, Suze",1855.0,1923.0,['de'],69,{'Grandmothers -- Germany -- Fiction'},
32859,PG39623,Der Held unserer Zeit: Kaukasische Lebensbilder,"Lermontov, Mikhail Iurevich",1814.0,1841.0,['de'],22,"{'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Russia -- History, Military -- 1801-1917 -- Fiction', 'Caucasus -- Fiction', 'Psychological fiction'}",
32860,PG39624,Der Kinderkreuzzug,"Schwob, Marcel",1867.0,1905.0,['de'],15,"{""Children's Crusade, 1212 -- Fiction""}",
32870,PG39633,Μενέξενоς,Plato,-428.0,-348.0,['el'],13,"{'Funeral orations', 'Speeches, addresses, etc., Greek'}",
32873,PG39636,Kuningas Henrik Neljäs II,"Shakespeare, William",1564.0,1616.0,['fi'],6,"{'Henry IV, King of England, 1367-1413 -- Drama', 'Historical drama', 'Great Britain -- History -- Henry IV, 1399-1413 -- Drama'}",
32874,PG39637,Les fiançailles: Féerie en cinq actes et onze tableaux,"Maeterlinck, Maurice",1862.0,1949.0,['fr'],11,"{'French drama', 'Fairy plays'}",
32885,PG39647,Heath's Modern Language Series: The Spanish American Reader,"Nelson, Ernesto",,,"['en', 'es']",128,{'Spanish language -- Readers'},
32887,PG39649,Népdalok és mondák (3. kötet); Magyar népköltési gyüjtemény,"Erdélyi, János",1814.0,1868.0,['hu'],16,"{'Tales -- Hungary', 'Hungarian poetry'}",
32889,PG39650,Das heilige Donnerwetter. Ein Blücherroman,"Paul, Adolf",1863.0,1943.0,['de'],36,{'Historical fiction'},
32893,PG39654,"Histoire des Musulmans d'Espagne, t. 1/4: jusqu'à la conquête de l'Andalouisie par les Almoravides (711-1100)","Dozy, Reinhart Pieter Anne",1820.0,1883.0,['fr'],23,"{'Muslims -- Spain -- History', 'Islamic civilization', 'Spain -- History -- 711-1516'}",
32897,PG39658,Novelle,"Balbo, Cesare, conte",1789.0,1853.0,['it'],41,"{'Short stories, Italian', 'Italian fiction'}",
32907,PG39667,Vier Jahre Politischer Mord,"Gumbel, Emil Julius",1891.0,1966.0,['de'],55,"{'Germany -- History -- 1918-1933', 'Political crimes and offenses -- Germany'}",
32909,PG39669,Die großen Mächte,"Ranke, Leopold von",1795.0,1886.0,['de'],19,"{'Europe -- Politics and government -- 18th century', 'Balance of power'}",
32919,PG39678,In Dingsda,"Schlaf, Johannes",1862.0,1941.0,['de'],22,{'German literature'},
32920,PG39679,André le Savoyard,"Kock, Paul de",1793.0,1871.0,['fr'],16,{'French fiction -- 19th century'},
32929,PG39687,Musiciens d'autrefois,"Rolland, Romain",1866.0,1944.0,['fr'],58,"{'Musicians', 'Opera', 'Composers'}",
32937,PG39694,Bijou,Gyp,1849.0,1932.0,['fr'],6,{'Fiction'},
32940,PG39697,Kertomuksia,"Benedictsson, Victoria",1850.0,1888.0,['fi'],2,{'Swedish fiction -- Translations into Finnish'},
32942,PG39699,Magyar népballadák (Magyar remekirók 55. kötet),"Endrődi, Sándor",1850.0,1920.0,['hu'],8,"{'Ballads, Hungarian', 'Folk songs, Hungarian'}",
32949,PG39704,"Annali d'Italia, vol. 1: dal principio dell'era volgare sino all'anno 1750","Muratori, Lodovico Antonio",1672.0,1750.0,['it'],32,{'Italy -- History'},
32963,PG39717,Karolingsche Verhalen,"Alberdingk Thijm, J. A. (Josephus Albertus)",1820.0,1889.0,['nl'],19,"{'Romances, Dutch'}",
32965,PG39719,"L'Illustration, No. 0040, 2 Décembre 1843",Various,,,['fr'],4,{'Illustrated periodicals -- France'},
32969,PG39722,"Samlede Værker, Tredie Bind","Aakjær, Jeppe",1866.0,1930.0,['da'],24,{'Danish drama'},
32984,PG39736,Kleurig en donker,"Amsterdam, Willem van",,,['nl'],19,"{'Dutch fiction', 'Short stories, Dutch'}",
32985,PG39737,Magyar népdalok (Magyar remekirók 54. kötet),"Endrődi, Sándor",1850.0,1920.0,['hu'],22,"{'Folk songs, Hungarian'}",
32986,PG39738,Lélia,"Sand, George",1804.0,1876.0,['fr'],60,{'French fiction -- 19th century'},
32987,PG39739,"Œuvres de P. Corneille, Tome 04","Corneille, Pierre",1606.0,1684.0,['fr'],38,{'French drama (Tragedy) -- 17th century'},
33006,PG39756,Valkoisia kanervakukkia,"Roos, Mathilda",1852.0,1908.0,['fi'],3,{'Swedish fiction -- Translations into Finnish'},
33013,PG39762,Etymologisches Wörterbuch der deutschen Seemannssprache,"Goedel, Gustav",1847.0,1918.0,['de'],164,"{'Sailors -- Germany -- Language -- Dictionaries', 'Naval art and science -- Dictionaries -- German', 'Seafaring life -- Dictionaries -- German'}",
33014,PG39763,Einheimische Fische; Die Süßwasserfische unsrer Heimat,"Floericke, Kurt",1869.0,1934.0,['de'],39,{'Fishes -- Germany'},
33015,PG39764,Κύρου Ανάβασις Τόμος 1,Xenophon,-431.0,-355.0,['el'],87,"{'Cyrus, the Younger, approximately 423 B.C.-401 B.C.', 'Greece -- History -- Expedition of Cyrus, 401 B.C.', 'Iran -- History -- To 640'}",
33016,PG39765,"Les français peints par eux-mêmes, tome 1",,,,['fr'],103,"{'Paris (France) -- Social life and customs', 'France -- Social life and customs', 'Costume -- France'}",
33026,PG39774,Les gosses dans les ruines: Idylle de guerre,"Gsell, Paul",1870.0,1947.0,['fr'],18,"{'World War, 1914-1918 -- Children -- France -- Drama', 'World War, 1914-1918 -- France -- Drama', 'World War, 1914-1918 -- Drama'}",
33046,PG39792,Das Lied vom blöden Ritter,"Heine, Heinrich",1797.0,1856.0,['de'],20,{'German poetry -- 19th century'},
33047,PG39793,Gioia!,"Vivanti, Annie",1866.0,1942.0,['it'],9,"{'Short stories, Italian', 'Italian fiction'}",
33065,PG39809,Der Deutsche Lausbub in Amerika: Erinnerungen und Eindrücke. Band 1 (von 3),"Rosen, Erwin",1876.0,1923.0,['de'],18,{'United States -- Description and travel'},
33068,PG39811,"Leçons d'histoire,: prononcées à l'École normale; en l'an III de la République Française; Histoire de Samuel, inventeur du sacre des rois; État physique de la Corse.","Volney, C.-F. (Constantin-François)",1757.0,1820.0,['fr'],24,"{'History -- Study and teaching', 'History -- Philosophy', 'History -- Study and teaching -- France -- History -- 18th century', ""École normale de l'an III (France)"", 'History'}",
33073,PG39816,Macchiavellis Buch vom Fürsten,"Machiavelli, Niccolò",1469.0,1527.0,['de'],125,"{'Political science -- Philosophy -- Early works to 1800', 'State, The -- Early works to 1800', 'Political ethics -- Early works to 1800'}",
33083,PG39825,La coucaratcha (III/III),"Sue, Eugène",1804.0,1857.0,['fr'],8,{'French fiction -- 19th century'},
33094,PG39835,Les morts commandent,"Blasco Ibáñez, Vicente",1867.0,1928.0,['fr'],18,"{'Spanish fiction -- Translations into French', 'Majorca (Spain) -- Fiction'}",
33095,PG39836,"L'Illustration, No. 0042, 16 Décembre 1843",Various,,,['fr'],2,{'Illustrated periodicals -- France'},
33096,PG39837,"L'Illustration, No. 0041, 9 Décembre 1843",Various,,,['fr'],6,{'Illustrated periodicals -- France'},
33100,PG39840,"The Esperantist, Vol. 2, No. 1",,,,"['en', 'eo']",6,{'Esperanto -- Periodicals'},
33101,PG39841,"The Esperantist, Vol. 2, No. 2",,,,"['en', 'eo']",7,{'Esperanto -- Periodicals'},
33102,PG39842,"The Esperantist, Vol. 2, No. 3",,,,"['en', 'eo']",15,{'Esperanto -- Periodicals'},
33109,PG39849,Gearr-sgeoil air Sir Seoras Uilleam Ros,"Fraser, Alexander",1860.0,1936.0,['gla'],17,"{'Ross, George W. (George William), 1841-1914', 'Politicians -- Canada -- Biography', 'Scottish Canadians -- Ontario -- History'}",
33120,PG39859,Teerelän perhe,"Alkio, Santeri",1862.0,1930.0,['fi'],14,{'Fiction'},
33139,PG39876,Histoire de France 1598-1628 (Volume 13/19),"Michelet, Jules",1798.0,1874.0,['fr'],19,{'France -- History'},
33140,PG39877,Histoire de France 1661-1690 (Volume 15/19),"Michelet, Jules",1798.0,1874.0,['fr'],22,{'France -- History'},
33144,PG39880,Tableau historique et pittoresque de Paris depuis les Gaulois jusqu'à nos jours (Volume 1/8),"Saint-Victor, J. B. de (Jacques-Benjamin)",1772.0,1858.0,['fr'],11,{'Paris (France) -- Description and travel'},
33148,PG39884,L'Instruction Théorique du Soldat par lui-même (1914),"Chapuis, Félix",1853.0,,['fr'],19,"{'France. Armée -- Handbooks, manuals, etc.', 'France. Armée -- Infantry -- Drill and tactics'}",
33149,PG39885,Cours familier de Littérature - Volume 12,"Lamartine, Alphonse de",1790.0,1869.0,['fr'],10,"{'Literature -- History and criticism', 'French literature -- History and criticism', 'France -- Politics and government -- 1789-1900'}",
33153,PG39889,Manuel pratique de Jardinage: contenant la manière de cultiver soi-même un jardin ou d'en diriger la culture,Courtois-Gérard,,,['fr'],31,{'Gardening -- France'},
33168,PG39901,"L'Illustration, No. 0043, 23 Décembre 1843",Various,,,['fr'],3,{'Illustrated periodicals -- France'},
33169,PG39902,La moglie ideale: commedia in tre atti,"Praga, Marco",1862.0,1929.0,['it'],66,{'Families -- Drama'},
33187,PG39919,Petersburg,"Bely, Andrey",1880.0,1934.0,['de'],94,"{'Russia -- History -- Revolution, 1905-1907 -- Fiction', 'Russian fiction -- Translations into German', 'Saint Petersburg (Russia) -- Fiction', 'City and town life -- Fiction', 'Historical fiction'}",
33190,PG39921,Les vrais mystères de Paris,"Vidocq, Eugène François",1775.0,1857.0,['fr'],52,"{'Paris (France) -- Fiction', 'Detective and mystery stories, French', 'Criminals -- Fiction'}",
33200,PG39930,El proletario en España y el Negro en Cuba,"Espinosa, Ramón J.",,,['es'],8,"{'Spain -- Social life and customs', 'Cuba -- Social life and customs', 'Slavery -- Cuba'}",
33201,PG39931,Népdalok és mondák (1. kötet); Magyar népköltési gyüjtemény,"Erdélyi, János",1814.0,1868.0,['hu'],23,"{'Tales -- Hungary', 'Hungarian poetry'}",
33208,PG39938,Drei Abhandlungen zur Sexualtheorie,"Freud, Sigmund",1856.0,1939.0,['de'],105,{'Sex'},
33209,PG39939,Kuningas Henrik Viides,"Shakespeare, William",1564.0,1616.0,['fi'],14,"{'Historical drama', 'Great Britain -- Kings and rulers -- Drama', 'Great Britain -- History -- Henry V, 1413-1422 -- Drama', 'Henry V, King of England, 1387-1422 -- Drama'}",
33218,PG39947,"Historia de Venezuela, Tomo I","Aguado, Pedro de, active 16th century",,,['es'],73,"{'Venezuela -- History -- 1556-1810', 'Venezuela -- History -- To 1556'}",
33219,PG39948,"Historia de Venezuela, Tomo II","Aguado, Pedro de, active 16th century",,,['es'],31,"{'Venezuela -- History -- 1556-1810', 'Venezuela -- History -- To 1556'}",
33225,PG39953,Diane de Poitiers,"Capefigue, M. (Jean Baptiste Honoré Raymond)",1802.0,1872.0,['fr'],18,"{'Poitiers, Diane de, Duchess of Valentinois, 1499-1566'}",
33236,PG39963,Αθηναίων Πολιτεία,Aristotle,-384.0,-322.0,['el'],89,"{'Athens (Greece) -- Politics and government -- Early works to 1800', 'Constitutional history -- Greece -- Athens -- To 146 B.C.'}",
